Brand,Manufacturer_ID,Product_Code,Product_Name,Supplier_SKU_ID,Manufacturer_SKU_ID,MSRP,MAP,Cost_Price,Weight,Stock,SKU_Available_Date,Category1_Unique,Category1_Name,Category2_Unique,Category2_Name,Category3_Unique,Category3_Name,Category4_Unique,Category4_Name,Category5_Unique,Category5_Name,Category6_Unique,Category6_Name,Product_Description,SKU_Description,Large_Image_Path,Thumbnail_Image_Path,Supplier_Code,Swatch_Image_Path,Color_Code,Color_Name,Size_Code,Size_Name,Fit_Code,Fit_Name
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.NA.3XL,014.NA.3XL,39,39,39,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_na.jpg,147/s/014_sentinel_na.jpg,,147/sw/tm_navy-na_sw.jpg,Navy-NA,Navy (NA),3XL,3XL,Regular,Regular
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.NA.4XL,014.NA.4XL,41,41,41,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_na.jpg,147/s/014_sentinel_na.jpg,,147/sw/tm_navy-na_sw.jpg,Navy-NA,Navy (NA),4XL,4XL,Regular,Regular
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.NA.LT,014.NA.LT,37,37,37,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_na.jpg,147/s/014_sentinel_na.jpg,,147/sw/tm_navy-na_sw.jpg,Navy-NA,Navy (NA),L,L,Tall,Tall
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.NA.XLT,014.NA.XLT,39,39,39,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_na.jpg,147/s/014_sentinel_na.jpg,,147/sw/tm_navy-na_sw.jpg,Navy-NA,Navy (NA),XL,XL,Tall,Tall
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.NA.2XLT,014.NA.2XLT,41,41,41,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_na.jpg,147/s/014_sentinel_na.jpg,,147/sw/tm_navy-na_sw.jpg,Navy-NA,Navy (NA),2XL,2XL,Tall,Tall
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.NA.3XLT,014.NA.3XLT,43,43,43,1.11,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_na.jpg,147/s/014_sentinel_na.jpg,,147/sw/tm_navy-na_sw.jpg,Navy-NA,Navy (NA),3XL,3XL,Tall,Tall
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.NA.4XLT,014.NA.4XLT,45,45,45,1.15,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_na.jpg,147/s/014_sentinel_na.jpg,,147/sw/tm_navy-na_sw.jpg,Navy-NA,Navy (NA),4XL,4XL,Tall,Tall
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.WH.S,014.WH.S,35,35,35,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_wh.jpg,147/s/014_sentinel_wh.jpg,,147/sw/tm_white-wh_sw.jpg,White-WH,White (WH),S,S,Regular,Regular
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.WH.M,014.WH.M,35,35,35,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_wh.jpg,147/s/014_sentinel_wh.jpg,,147/sw/tm_white-wh_sw.jpg,White-WH,White (WH),M,M,Regular,Regular
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.WH.L,014.WH.L,35,35,35,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_wh.jpg,147/s/014_sentinel_wh.jpg,,147/sw/tm_white-wh_sw.jpg,White-WH,White (WH),L,L,Regular,Regular
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.WH.XL,014.WH.XL,35,35,35,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_wh.jpg,147/s/014_sentinel_wh.jpg,,147/sw/tm_white-wh_sw.jpg,White-WH,White (WH),XL,XL,Regular,Regular
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.WH.2XL,014.WH.2XL,37,37,37,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_wh.jpg,147/s/014_sentinel_wh.jpg,,147/sw/tm_white-wh_sw.jpg,White-WH,White (WH),2XL,2XL,Regular,Regular
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.WH.3XL,014.WH.3XL,39,39,39,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_wh.jpg,147/s/014_sentinel_wh.jpg,,147/sw/tm_white-wh_sw.jpg,White-WH,White (WH),3XL,3XL,Regular,Regular
TM,14,14,Sentinel&#45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket,014.WH.4XL,014.WH.4XL,41,41,41,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Workwear>TM_Workwear_Knits,Tri-Mountain>Workwear>Knits,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Sentinel&&#35;45;Mens Cottonpoly 6040 Knit Polo Shirt W Mic Loops Pen Pocket</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/014_sentinel_wh.jpg,147/s/014_sentinel_wh.jpg,,147/sw/tm_white-wh_sw.jpg,White-WH,White (WH),4XL,4XL,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.BL.S,038.BL.S,30,30,30,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_bl.jpg,147/s/038_spades_bl.jpg,,147/sw/tm_black-bl_sw.jpg,Black-BL,Black (BL),S,S,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.BL.M,038.BL.M,30,30,30,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_bl.jpg,147/s/038_spades_bl.jpg,,147/sw/tm_black-bl_sw.jpg,Black-BL,Black (BL),M,M,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.BL.L,038.BL.L,30,30,30,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_bl.jpg,147/s/038_spades_bl.jpg,,147/sw/tm_black-bl_sw.jpg,Black-BL,Black (BL),L,L,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.BL.XL,038.BL.XL,30,30,30,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_bl.jpg,147/s/038_spades_bl.jpg,,147/sw/tm_black-bl_sw.jpg,Black-BL,Black (BL),XL,XL,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.BL.2XL,038.BL.2XL,32,32,32,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_bl.jpg,147/s/038_spades_bl.jpg,,147/sw/tm_black-bl_sw.jpg,Black-BL,Black (BL),2XL,2XL,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.BL.3XL,038.BL.3XL,34,34,34,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_bl.jpg,147/s/038_spades_bl.jpg,,147/sw/tm_black-bl_sw.jpg,Black-BL,Black (BL),3XL,3XL,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.BL.4XL,038.BL.4XL,36,36,36,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_bl.jpg,147/s/038_spades_bl.jpg,,147/sw/tm_black-bl_sw.jpg,Black-BL,Black (BL),4XL,4XL,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.DG.S,038.DG.S,30,30,30,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_dg.jpg,147/s/038_spades_dg.jpg,,147/sw/tm_darkgray-dg_sw.jpg,DarkGray-DG,Dark Gray (DG),S,S,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.DG.M,038.DG.M,30,30,30,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_dg.jpg,147/s/038_spades_dg.jpg,,147/sw/tm_darkgray-dg_sw.jpg,DarkGray-DG,Dark Gray (DG),M,M,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.DG.L,038.DG.L,30,30,30,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_dg.jpg,147/s/038_spades_dg.jpg,,147/sw/tm_darkgray-dg_sw.jpg,DarkGray-DG,Dark Gray (DG),L,L,Regular,Regular
TM_TMP,38,38,Spades&#45;Mens 100 Polyester Knit Polo Shirts,038.DG.XL,038.DG.XL,30,30,30,1,1000,,TM>TM_Knits>TM_Knits_BlendedPolyester,Tri-Mountain>Knits>BlendedPolyester,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,,,TM>TM_Knits>TM_Knits_TMUltracool,Tri-Mountain>Knits>Tri-Mountain Ultracool,ALL_HO>ALL_HO_Shirts,Hospitality>Shirts,ALL_HO>ALL_HO_Shirts>ALL_HO_Shirts_Mens,Hospitality>Shirts>Mens,<strong>Features:</strong><ul><li>Spades&&#35;45;Mens 100 Polyester Knit Polo Shirts</li></ul><a href='https://sellerscommerce.azureedge.net/images/147/size_chart_2013.pdf'target='_blank'>Click Here For Size Chart </a></li></ul></br>,,147/l/038_spades_dg.jpg,147/s/038_spades_dg.jpg,,147/sw/tm_darkgray-dg_sw.jpg,DarkGray-DG,Dark Gray (DG),XL,XL,Regular,Regular
